departement,code_ancien_canton,nom_ancien_canton,code_nouveau_canton,nom_nouveau_canton,nb_communes
24,2424,Mussidan,242424,Vallée de l'Isle,11
24,2425,Neuvic,242424,Vallée de l'Isle,9
24,2425,Neuvic,242416,Ribérac,2
24,2426,Nontron,242413,Périgord Vert Nontronnais,15
24,2428,Ribérac,242416,Ribérac,13
24,2429,Sainte-Alvère,242412,Périgord Central,4
24,2429,Sainte-Alvère,242408,Lalinde,2
24,2430,Saint-Astier,242417,Saint-Astier,11
24,2430,Saint-Astier,242404,Coulounieix-Chamiers,1
24,2431,Saint-Aulaye,242409,Montpon-Ménestérol,6
24,2431,Saint-Aulaye,242416,Ribérac,1
24,2432,Saint-Cyprien,242423,Vallée Dordogne,8
24,2432,Saint-Cyprien,242425,Vallée de l'Homme,3
24,2432,Saint-Cyprien,242418,Sarlat-la-Canéda,1
24,2433,Saint-Pardoux-la-Rivière,242413,Périgord Vert Nontronnais,5
24,2433,Saint-Pardoux-la-Rivière,242421,Thiviers,2
24,2434,Saint-Pierre-de-Chignac,242407,Isle-Manoire,5
24,2434,Saint-Pierre-de-Chignac,242488,Sanilhac,1
24,2434,Saint-Pierre-de-Chignac,242489,Bassillac et Auberoche,1
24,2435,Salignac-Eyvigues,242420,Terrasson-Lavilledieu,8
24,2436,Sarlat-la-Canéda,242418,Sarlat-la-Canéda,12
24,2437,Savignac-les-Églises,242406,Isle-Loue-Auvézère,5
24,2437,Savignac-les-Églises,242422,Trélissac,4
24,2437,Savignac-les-Églises,242421,Thiviers,2
24,2438,Sigoulès,242419,Sud-Bergeracois,12
24,2438,Sigoulès,242410,Pays de la Force,2
24,2439,Terrasson-Lavilledieu,242405,Le Haut-Périgord Noir,7
24,2439,Terrasson-Lavilledieu,242420,Terrasson-Lavilledieu,7
24,2440,Thenon,242405,Le Haut-Périgord Noir,9
24,2440,Thenon,242406,Isle-Loue-Auvézère,1
24,2441,Thiviers,242421,Thiviers,10
24,2442,Vélines,242411,Pays de Montaigne et Gurson,12
24,2443,Vergt,242412,Périgord Central,14
24,2444,Verteillac,242416,Ribérac,16
24,2445,Villamblard,242412,Périgord Central,14
24,2446,Villefranche-de-Lonchat,242411,Pays de Montaigne et Gurson,8
24,2446,Villefranche-de-Lonchat,242409,Montpon-Ménestérol,1
24,2447,Villefranche-du-Périgord,242423,Vallée Dordogne,9
24,2448,Bergerac  2e  Canton,242402,Bergerac-2,9
24,2448,Bergerac  2e  Canton,242410,Pays de la Force,1
24,2449,Périgueux-Nord-Est,242422,Trélissac,3
24,2450,Périgueux-Ouest,242404,Coulounieix-Chamiers,3
24,2496,,242498,Bergerac,1
24,2497,,242499,Périgueux,1
25,2501,Amancey,252515,Ornans,18
25,2502,Audeux,252517,Saint-Vit,22
25,2502,Audeux,252505,Besançon-2,11
25,2502,Audeux,252504,Besançon-1,3
25,2502,Audeux,252506,Besançon-3,2
25,2503,Audincourt,252501,Audincourt,4
25,2503,Audincourt,252513,Montbéliard,1
25,2504,Baume-les-Dames,252502,Baume-les-Dames,25
25,2504,Baume-les-Dames,252503,Bavans,3
25,2506,Besançon-Sud,252508,Besançon-5,9
25,2506,Besançon-Sud,252509,Besançon-6,1
25,2507,Boussières,252509,Besançon-6,9
25,2507,Boussières,252517,Saint-Vit,7
25,2507,Boussières,252504,Besançon-1,3
25,2508,Clerval,252503,Bavans,20
25,2509,Hérimoncourt,252512,Maîche,12
25,2509,Hérimoncourt,252501,Audincourt,3
25,2510,Isle-sur-le-Doubs,252503,Bavans,24
25,2511,Levier,252511,Frasne,10
25,2511,Levier,252515,Ornans,5
25,2512,Maîche,252512,Maîche,19
25,2512,Maîche,252518,Valdahon,8
25,2513,Marchaux,252502,Baume-les-Dames,24
25,2513,Marchaux,252507,Besançon-4,4
25,2513,Marchaux,252508,Besançon-5,4
25,2513,Marchaux,252506,Besançon-3,2
25,2514,Montbéliard-Est,252510,Bethoncourt,1
25,2515,Montbenoît,252515,Ornans,16
25,2516,Morteau,252514,Morteau,7
25,2517,Mouthe,252511,Frasne,23
25,2518,Ornans,252515,Ornans,20
25,2518,Ornans,252518,Valdahon,2
25,2519,Pierrefontaine-les-Varans,252518,Valdahon,20
25,2520,Pontarlier,252511,Frasne,14
25,2520,Pontarlier,252516,Pontarlier,10
25,2521,Pont-de-Roide,252519,Valentigney,12
25,2521,Pont-de-Roide,252503,Bavans,7
25,2521,Pont-de-Roide,252518,Valdahon,2
25,2522,Quingey,252517,Saint-Vit,32
25,2522,Quingey,252515,Ornans,1
25,2523,Rougemont,252502,Baume-les-Dames,27
25,2524,Roulans,252502,Baume-les-Dames,20
25,2524,Roulans,252508,Besançon-5,2
25,2525,Russey,252514,Morteau,18
25,2525,Russey,252518,Valdahon,4
25,2526,Saint-Hippolyte,252512,Maîche,20
25,2527,Vercel-Villedieu-le-Camp,252518,Valdahon,22
25,2528,Besançon-Est,252507,Besançon-4,2
25,2530,Montbéliard-Ouest,252503,Bavans,17
25,2530,Montbéliard-Ouest,252513,Montbéliard,2
25,2531,Sochaux-Grand-Charmont,252510,Bethoncourt,4
25,2534,Étupes,252510,Bethoncourt,6
25,2534,Étupes,252501,Audincourt,2
25,2535,Valentigney,252519,Valentigney,3
25,2595,,252513,Montbéliard,1
25,2599,,252599,Besançon,1
26,2601,Bourdeaux,262603,Dieulefit,9
26,2602,Bourg-de-Péage,262619,Vercors-Monts du Matin,12
26,2602,Bourg-de-Péage,262601,Bourg-de-Péage,2
26,2602,Bourg-de-Péage,262613,Tain-l'Hermitage,1
26,2603,Buis-les-Baronnies,262610,Nyons et Baronnies,21
26,2604,Chabeuil,262602,Crest,8
26,2604,Chabeuil,262616,Valence-2,3
26,2604,Chabeuil,262619,Vercors-Monts du Matin,1
26,2605,Chapelle-en-Vercors,262619,Vercors-Monts du Matin,5
26,2606,Châtillon-en-Diois,262604,Le Diois,6
26,2607,Crest-Nord,262602,Crest,12
26,2607,Crest-Nord,262607,Loriol-sur-Drôme,2
26,2608,Crest-Sud,262602,Crest,7
26,2608,Crest-Sud,262603,Dieulefit,4
26,2609,Die,262604,Le Diois,14
26,2610,Dieulefit,262603,Dieulefit,15
26,2611,Grand-Serre,262605,Drôme des collines,11
26,2612,Grignan,262606,Grignan,14
26,2613,Loriol-sur-Drôme,262607,Loriol-sur-Drôme,5
26,2613,Loriol-sur-Drôme,262608,Montélimar-1,1
26,2614,Luc-en-Diois,262604,Le Diois,17
26,2615,Marsanne,262603,Dieulefit,12
26,2615,Marsanne,262608,Montélimar-1,3
26,2616,Montélimar  1er Canton,262608,Montélimar-1,1
26,2617,Motte-Chalancon,262604,Le Diois,13
26,2618,Nyons,262610,Nyons et Baronnies,18
26,2619,Pierrelatte,262606,Grignan,2
26,2619,Pierrelatte,262614,Le Tricastin,2
26,2620,Rémuzat,262610,Nyons et Baronnies,16
26,2621,Romans-sur-Isère  1er Canton,262611,Romans-sur-Isère,4
26,2621,Romans-sur-Isère  1er Canton,262605,Drôme des collines,1
26,2622,Saillans,262604,Le Diois,12
26,2623,Saint-Donat-sur-l'Herbasse,262605,Drôme des collines,9
26,2624,Saint-Jean-en-Royans,262619,Vercors-Monts du Matin,12
26,2625,Saint-Paul-Trois-Châteaux,262614,Le Tricastin,6
26,2625,Saint-Paul-Trois-Châteaux,262606,Grignan,4
26,2626,Saint-Vallier,262612,Saint-Vallier,13
26,2626,Saint-Vallier,262605,Drôme des collines,4
26,2627,Séderon,262610,Nyons et Baronnies,18
26,2628,Tain-l'Hermitage,262613,Tain-l'Hermitage,13
26,2632,Bourg-lès-Valence,262615,Valence-1,2
26,2633,Montélimar  2e  Canton,262603,Dieulefit,4
26,2633,Montélimar  2e  Canton,262609,Montélimar-2,4
26,2633,Montélimar  2e  Canton,262606,Grignan,1
26,2634,Portes-lès-Valence,262617,Valence-3,4
26,2634,Portes-lès-Valence,262607,Loriol-sur-Drôme,1
26,2635,Romans-sur-Isère  2e  Canton,262605,Drôme des collines,6
26,2635,Romans-sur-Isère  2e  Canton,262611,Romans-sur-Isère,4
26,2696,,262697,Montélimar,1
26,2697,,262698,Romans-sur-Isère,1
26,2698,,262699,Valence,1
26,2699,,262602,Crest,1
27,2701,Amfreville-la-Campagne,272705,Grand Bourgtheroulde,14
27,2701,Amfreville-la-Campagne,272715,Le Neubourg,5
27,2702,Andelys,272701,Les Andelys,17
27,2702,Andelys,272712,Gaillon,1
27,2703,Beaumesnil,272702,Bernay,2
27,2704,Beaumont-le-Roger,272707,Brionne,18
27,2704,Beaumont-le-Roger,272708,Conches-en-Ouche,1
27,2705,Bernay-Ouest,272702,Bernay,8
27,2706,Beuzeville,272703,Beuzeville,16
27,2707,Bourgtheroulde-Infreville,272705,Grand Bourgtheroulde,11
27,2708,Breteuil,272706,Breteuil,6
27,2709,Brionne,272707,Brionne,23
27,2710,Broglie,272706,Breteuil,19
27,2711,Conches-en-Ouche,272708,Conches-en-Ouche,22
27,2711,Conches-en-Ouche,272715,Le Neubourg,1
27,2712,Cormeilles,272703,Beuzeville,11
27,2713,Damville,272722,Verneuil d'Avre et d'Iton,3
27,2713,Damville,272788,Mesnils-sur-Iton,1
27,2714,Écos,272701,Les Andelys,7
27,2714,Écos,272723,Vernon,3
27,2715,Étrépagny,272713,Gisors,20
27,2716,Évreux-Nord,272715,Le Neubourg,12
27,2716,Évreux-Nord,272710,Évreux-2,10
27,2716,Évreux-Nord,272708,Conches-en-Ouche,2
27,2717,Évreux-Sud,272711,Évreux-3,5
27,2717,Évreux-Sud,272708,Conches-en-Ouche,1
27,2718,Fleury-sur-Andelle,272719,Romilly-sur-Andelle,18
27,2718,Fleury-sur-Andelle,272701,Les Andelys,2
27,2718,Fleury-sur-Andelle,272721,Val-de-Reuil,1
27,2719,Gaillon,272712,Gaillon,2
27,2720,Gisors,272713,Gisors,14
27,2720,Gisors,272719,Romilly-sur-Andelle,4
27,2721,Louviers-Nord,272714,Louviers,6
27,2722,Lyons-la-Forêt,272719,Romilly-sur-Andelle,13
27,2723,Montfort-sur-Risle,272717,Pont-Audemer,13
27,2724,Neubourg,272715,Le Neubourg,24
27,2725,Nonancourt,272722,Verneuil d'Avre et d'Iton,10
27,2725,Nonancourt,272720,Saint-André-de-l'Eure,4
27,2726,Pacy-sur-Eure,272716,Pacy-sur-Eure,20
27,2726,Pacy-sur-Eure,272711,Évreux-3,2
27,2727,Pont-Audemer,272717,Pont-Audemer,13
27,2728,Pont-de-l'Arche,272718,Pont-de-l'Arche,9
27,2729,Quillebeuf-sur-Seine,272704,Bourg-Achard,11
27,2730,Routot,272704,Bourg-Achard,18
27,2731,Rugles,272706,Breteuil,15
27,2732,Saint-André-de-l'Eure,272720,Saint-André-de-l'Eure,28
27,2732,Saint-André-de-l'Eure,272716,Pacy-sur-Eure,1
27,2733,Saint-Georges-du-Vièvre,272703,Beuzeville,13
27,2734,Thiberville,272703,Beuzeville,21
27,2735,Verneuil-sur-Avre,272722,Verneuil d'Avre et d'Iton,13
27,2735,Verneuil-sur-Avre,272786,Verneuil d'Avre et d'Iton,1
27,2736,Vernon-Nord,272716,Pacy-sur-Eure,5
27,2737,Évreux-Est,272711,Évreux-3,8
27,2737,Évreux-Est,272716,Pacy-sur-Eure,2
27,2737,Évreux-Est,272710,Évreux-2,1
27,2738,Évreux-Ouest,272708,Conches-en-Ouche,3
27,2738,Évreux-Ouest,272709,Évreux-1,2
27,2739,Louviers-Sud,272718,Pont-de-l'Arche,11
27,2739,Louviers-Sud,272715,Le Neubourg,1
27,2740,Vernon-Sud,272716,Pacy-sur-Eure,6
27,2741,Bernay-Est,272702,Bernay,6
27,2742,Gaillon-Campagne,272712,Gaillon,14
27,2743,Val-de-Reuil,272721,Val-de-Reuil,7
27,2796,,272702,Bernay,1
27,2797,,272723,Vernon,1
27,2798,,272714,Louviers,1
27,2799,,272799,Évreux,1
28,2801,Anet,282801,Anet,20
28,2802,Auneau,282802,Auneau,27
28,2803,Authon-du-Perche,282803,Brou,14
28,2804,Bonneval,282807,Châteaudun,11
28,2804,Bonneval,282815,Les Villages Vovéens,9
28,2805,Brezolles,282814,Saint-Lubin-des-Joncherets,18
28,2806,Brou,282803,Brou,6
28,2806,Brou,282811,Illiers-Combray,2
28,2806,Brou,282807,Châteaudun,1
28,2807,Chartres-Nord-Est,282804,Chartres-1,11
28,2809,Châteaudun,282807,Châteaudun,13
28,2810,Châteauneuf-en-Thymerais,282814,Saint-Lubin-des-Joncherets,14
28,2811,Cloyes-sur-le-Loir,282803,Brou,2
28,2812,Courville-sur-Eure,282811,Illiers-Combray,17
28,2813,Dreux-Est,282809,Dreux-2,6
28,2813,Dreux-Est,282801,Anet,3
28,2814,Ferté-Vidame,282814,Saint-Lubin-des-Joncherets,7
28,2815,Illiers-Combray,282811,Illiers-Combray,19
28,2815,Illiers-Combray,282805,Chartres-2,1
28,2816,Janville,282815,Les Villages Vovéens,17
28,2817,Loupe,282813,Nogent-le-Rotrou,13
28,2817,Loupe,282811,Illiers-Combray,2
28,2818,Maintenon,282810,Épernon,13
28,2818,Maintenon,282802,Auneau,5
28,2819,Nogent-le-Roi,282810,Épernon,10
28,2819,Nogent-le-Roi,282809,Dreux-2,7
28,2819,Nogent-le-Roi,282801,Anet,1
28,2820,Nogent-le-Rotrou,282813,Nogent-le-Rotrou,9
28,2821,Orgères-en-Beauce,282815,Les Villages Vovéens,17
28,2822,Senonches,282814,Saint-Lubin-des-Joncherets,8
28,2823,Thiron-Gardais,282813,Nogent-le-Rotrou,8
28,2823,Thiron-Gardais,282803,Brou,2
28,2824,Voves,282815,Les Villages Vovéens,14
28,2825,Chartres-Sud-Est,282805,Chartres-2,6
28,2826,Chartres-Sud-Ouest,282805,Chartres-2,7
28,2826,Chartres-Sud-Ouest,282812,Lucé,3
28,2827,Dreux-Ouest,282808,Dreux-1,7
28,2827,Dreux-Ouest,282801,Anet,1
28,2828,Dreux-Sud,282808,Dreux-1,5
28,2829,Lucé,282812,Lucé,3
28,2830,Mainvilliers,282806,Chartres-3,4
28,2897,,282899,Dreux,1
28,2899,,282898,Chartres,1
29,2901,Arzano,292925,Quimperlé,4
29,2902,Bannalec,292916,Moëlan-sur-Mer,2
29,2902,Bannalec,292908,Concarneau,1
29,2903,Brest-Plouzané,292903,Brest-3,1
29,2906,Briec,292906,Briec,5
29,2907,Carhaix-Plouguer,292907,Carhaix-Plouguer,8
29,2908,Châteaulin,292909,Crozon,11
29,2908,Châteaulin,292910,Douarnenez,1
29,2908,Châteaulin,292921,Pont-de-Buis-lès-Quimerch,1
29,2908,Châteaulin,292923,Quimper-1,1
29,2909,Châteauneuf-du-Faou,292906,Briec,7
29,2909,Châteauneuf-du-Faou,292907,Carhaix-Plouguer,3
29,2910,Concarneau,292908,Concarneau,1
29,2910,Concarneau,292916,Moëlan-sur-Mer,1
29,2911,Crozon,292909,Crozon,7
29,2912,Daoulas,292921,Pont-de-Buis-lès-Quimerch,8
29,2912,Daoulas,292912,Guipavas,1
29,2913,Douarnenez,292910,Douarnenez,4
29,2913,Douarnenez,292923,Quimper-1,2
29,2914,Faou,292921,Pont-de-Buis-lès-Quimerch,3
29,2914,Faou,292907,Carhaix-Plouguer,1
29,2915,Fouesnant,292911,Fouesnant,7
29,2916,Huelgoat,292907,Carhaix-Plouguer,7
29,2917,Landerneau,292913,Landerneau,7
29,2917,Landerneau,292921,Pont-de-Buis-lès-Quimerch,1
29,2918,Landivisiau,292914,Landivisiau,8
29,2919,Lanmeur,292920,Plouigneau,8
29,2920,Lannilis,292918,Plabennec,3
29,2920,Lannilis,292915,Lesneven,2
29,2921,Lesneven,292915,Lesneven,11
29,2922,Morlaix,292917,Morlaix,3
29,2922,Morlaix,292920,Plouigneau,1
29,2923,Ouessant,292927,Saint-Renan,1
29,2924,Plabennec,292918,Plabennec,5
29,2924,Plabennec,292915,Lesneven,4
29,2925,Pleyben,292906,Briec,6
29,2925,Pleyben,292907,Carhaix-Plouguer,4
29,2926,Plogastel-Saint-Germain,292919,Plonéour-Lanvern,10
29,2926,Plogastel-Saint-Germain,292923,Quimper-1,1
29,2927,Ploudalmézeau,292918,Plabennec,5
29,2927,Ploudalmézeau,292927,Saint-Renan,5
29,2928,Ploudiry,292921,Pont-de-Buis-lès-Quimerch,4
29,2928,Ploudiry,292913,Landerneau,2
29,2928,Ploudiry,292914,Landivisiau,1
29,2929,Plouescat,292926,Saint-Pol-de-Léon,4
29,2929,Plouescat,292914,Landivisiau,1
29,2930,Plouigneau,292920,Plouigneau,6
29,2931,Plouzévédé,292914,Landivisiau,4
29,2931,Plouzévédé,292926,Saint-Pol-de-Léon,2
29,2932,Pont-Aven,292916,Moëlan-sur-Mer,4
29,2933,Pont-Croix,292910,Douarnenez,11
29,2934,Pont-l'Abbé,292919,Plonéour-Lanvern,6
29,2934,Pont-l'Abbé,292922,Pont-l'Abbé,1
29,2936,Quimperlé,292925,Quimperlé,5
29,2937,Rosporden,292908,Concarneau,4
29,2938,Saint-Pol-de-Léon,292926,Saint-Pol-de-Léon,8
29,2939,Saint-Renan,292927,Saint-Renan,11
29,2940,Saint-Thégonnec,292917,Morlaix,3
29,2940,Saint-Thégonnec,292920,Plouigneau,1
29,2941,Scaër,292925,Quimperlé,2
29,2941,Scaër,292916,Moëlan-sur-Mer,1
29,2942,Sizun,292914,Landivisiau,4
29,2943,Taulé,292917,Morlaix,4
29,2943,Taulé,292914,Landivisiau,1
29,2944,Brest-Cavale-Blanche-Bohars-Guilers,292904,Brest-4,2
29,2946,Brest-L'Hermitage-Gouesnou,292904,Brest-4,1
29,2948,Quimper  2e  Canton,292911,Fouesnant,1
29,2949,Guilvinec,292922,Pont-l'Abbé,5
29,2951,Guipavas,292912,Guipavas,2
29,2952,Quimper  3e  Canton,292923,Quimper-1,2
29,2998,,292999,Quimper,1
29,2999,,292998,Brest,1
2A,2A02,Bastelica,2A2A08,Gravona-Prunelli,3
2A,2A02,Bastelica,2A2A11,Taravo-Ornano,2
2A,2A06,Celavo-Mezzana,2A2A08,Gravona-Prunelli,10
2A,2A07,Bonifacio,2A2A07,Grand Sud,1
2A,2A22,Levie,2A2A06,Bavella,2
2A,2A22,Levie,2A2A07,Grand Sud,2
2A,2A30,Olmeto,2A2A09,Sartenais-Valinco,6
2A,2A34,Petreto-Bicchisano,2A2A11,Taravo-Ornano,6
2A,2A35,Deux-Sevi,2A2A10,Sevi-Sorru-Cinarca,9
2A,2A40,Porto-Vecchio,2A2A06,Bavella,3
2A,2A40,Porto-Vecchio,2A2A99,Porto-Vecchio,1
2A,2A48,Santa-Maria-Siché,2A2A11,Taravo-Ornano,17
2A,2A51,Cruzini-Cinarca,2A2A10,Sevi-Sorru-Cinarca,13
2A,2A53,Sartène,2A2A09,Sartenais-Valinco,7
2A,2A55,Tallano-Scopamène,2A2A09,Sartenais-Valinco,12
2A,2A61,Deux-Sorru,2A2A10,Sevi-Sorru-Cinarca,11
2A,2A62,Zicavo,2A2A11,Taravo-Ornano,9
2A,2A70,Figari,2A2A07,Grand Sud,4
2A,2A73,Ajaccio  7e  Canton,2A2A05,Ajaccio-5,3
2A,2A73,Ajaccio  7e  Canton,2A2A08,Gravona-Prunelli,2
2A,2A98,,2A2A98,Ajaccio,1
2B,2B05,Belgodère,2B2B15,L'île-Rousse,14
2B,2B05,Belgodère,2B2B07,Calvi,5
2B,2B08,Borgo,2B2B06,Borgo,3
2B,2B08,Borgo,2B2B05,Biguglia-Nebbio,1
2B,2B09,Sagro-di-Santa-Giulia,2B2B08,Cap Corse,8
2B,2B10,Niolu-Omessa,2B2B14,Golo-Morosaglia,12
2B,2B11,Calenzana,2B2B07,Calvi,6
2B,2B12,Calvi,2B2B07,Calvi,2
2B,2B14,Alto-di-Casaconi,2B2B14,Golo-Morosaglia,13
2B,2B16,Campoloro-di-Moriani,2B2B10,Castagniccia,9
2B,2B17,Corte,2B2B11,Corte,1
2B,2B19,Ghisoni,2B2B12,Fiumorbo-Castello,3
2B,2B19,Ghisoni,2B2B13,Ghisonaccia,1
2B,2B20,Île-Rousse,2B2B15,L'île-Rousse,5
2B,2B20,Île-Rousse,2B2B07,Calvi,1
2B,2B24,Moïta-Verde,2B2B13,Ghisonaccia,11
2B,2B24,Moïta-Verde,2B2B10,Castagniccia,3
2B,2B25,Castifao-Morosaglia,2B2B14,Golo-Morosaglia,10
2B,2B26,Haut-Nebbio,2B2B05,Biguglia-Nebbio,7
2B,2B26,Haut-Nebbio,2B2B15,L'île-Rousse,2
2B,2B26,Haut-Nebbio,2B2B14,Golo-Morosaglia,1
2B,2B29,Conca-d'Oro,2B2B05,Biguglia-Nebbio,6
2B,2B29,Conca-d'Oro,2B2B08,Cap Corse,2
2B,2B37,Orezza-Alesani,2B2B10,Castagniccia,23
2B,2B39,Fiumalto-d'Ampugnani,2B2B09,Casinca-Fumalto,18
2B,2B39,Fiumalto-d'Ampugnani,2B2B10,Castagniccia,2
2B,2B41,Prunelli-di-Fiumorbo,2B2B12,Fiumorbo-Castello,7
2B,2B42,Capobianco,2B2B08,Cap Corse,10
2B,2B45,San-Martino-di-Lota,2B2B08,Cap Corse,2
2B,2B45,San-Martino-di-Lota,2B2B01,Bastia-1,1
2B,2B54,Bustanico,2B2B14,Golo-Morosaglia,19
2B,2B54,Bustanico,2B2B13,Ghisonaccia,5
2B,2B58,Venaco,2B2B11,Corte,7
2B,2B59,Vescovato,2B2B09,Casinca-Fumalto,7
2B,2B60,Vezzani,2B2B12,Fiumorbo-Castello,4
2B,2B60,Vezzani,2B2B13,Ghisonaccia,3
2B,2B71,Bastia  6e  (Canton Furiani-Montésoro),2B2B04,Bastia-4,1
2B,2B99,,2B2B99,Bastia,1
30,3001,Aigues-Mortes,303001,Aigues-Mortes,3
30,3002,Alès-Nord-Est,303018,Rousson,2
30,3002,Alès-Nord-Est,303003,Alès-2,1
30,3003,Alès-Ouest,303008,La Grand-Combe,3
30,3003,Alès-Ouest,303002,Alès-1,2
30,3004,Alzon,303022,Le Vigan,6
30,3005,Anduze,303002,Alès-1,5
30,3005,Anduze,303015,Quissac,2
30,3005,Anduze,303008,La Grand-Combe,1
30,3006,Aramon,303016,Redessan,7
30,3006,Aramon,303006,Beaucaire,2
30,3007,Bagnols-sur-Cèze,303005,Bagnols-sur-Cèze,11
30,3007,Bagnols-sur-Cèze,303014,Pont-Saint-Esprit,5
30,3007,Bagnols-sur-Cèze,303017,Roquemaure,2
30,3008,Barjac,303018,Rousson,7
30,3009,Beaucaire,303006,Beaucaire,5
30,3010,Bessèges,303018,Rousson,5
30,3011,Génolhac,303008,La Grand-Combe,11
30,3012,Grand-Combe,303008,La Grand-Combe,6
30,3013,Lasalle,303008,La Grand-Combe,4
30,3013,Lasalle,303015,Quissac,3
30,3013,Lasalle,303022,Le Vigan,2
30,3014,Lédignan,303015,Quissac,12
30,3015,Lussan,303020,Uzès,5
30,3015,Lussan,303003,Alès-2,4
30,3015,Lussan,303014,Pont-Saint-Esprit,3
30,3016,Marguerittes,303016,Redessan,5
30,3016,Marguerittes,303009,Marguerittes,3
30,3020,Pont-Saint-Esprit,303014,Pont-Saint-Esprit,16
30,3021,Quissac,303015,Quissac,11
30,3021,Quissac,303007,Calvisson,1
30,3022,Remoulins,303016,Redessan,9
30,3023,Roquemaure,303017,Roquemaure,9
30,3024,Saint-Ambroix,303018,Rousson,15
30,3024,Saint-Ambroix,303003,Alès-2,1
30,3025,Saint-André-de-Valborgne,303022,Le Vigan,5
30,3026,Saint-Chaptes,303020,Uzès,11
30,3026,Saint-Chaptes,303007,Calvisson,4
30,3026,Saint-Chaptes,303015,Quissac,1
30,3027,Saint-Gilles,303019,Saint-Gilles,2
30,3028,Saint-Hippolyte-du-Fort,303022,Le Vigan,4
30,3028,Saint-Hippolyte-du-Fort,303015,Quissac,1
30,3029,Saint-Jean-du-Gard,303008,La Grand-Combe,3
30,3030,Saint-Mamert-du-Gard,303007,Calvisson,9
30,3030,Saint-Mamert-du-Gard,303019,Saint-Gilles,3
30,3030,Saint-Mamert-du-Gard,303015,Quissac,2
30,3031,Sauve,303015,Quissac,9
30,3032,Sommières,303007,Calvisson,14
30,3032,Sommières,303019,Saint-Gilles,2
30,3032,Sommières,303001,Aigues-Mortes,1
30,3032,Sommières,303021,Vauvert,1
30,3033,Sumène,303022,Le Vigan,7
30,3034,Trèves,303022,Le Vigan,6
30,3035,Uzès,303020,Uzès,15
30,3036,Valleraugue,303022,Le Vigan,2
30,3037,Vauvert,303021,Vauvert,4
30,3038,Vézénobres,303004,Alès-3,11
30,3038,Vézénobres,303003,Alès-2,3
30,3038,Vézénobres,303015,Quissac,3
30,3039,Vigan,303022,Le Vigan,12
30,3040,Villeneuve-lès-Avignon,303023,Villeneuve-lès-Avignon,5
30,3041,Alès-Sud-Est,303003,Alès-2,5
30,3041,Alès-Sud-Est,303004,Alès-3,2
30,3045,Vistrenque,303009,Marguerittes,4
30,3045,Vistrenque,303019,Saint-Gilles,1
30,3046,Rhôny-Vidourle,303021,Vauvert,5
30,3046,Rhôny-Vidourle,303001,Aigues-Mortes,3
30,3098,,303098,Alès,1
30,3099,,303099,Nîmes,1
31,3101,Aspet,313102,Bagnères-de-Luchon,21
31,3102,Aurignac,313106,Cazères,19
31,3103,Auterive,313101,Auterive,9
31,3103,Auterive,313112,Portet-sur-Garonne,2
31,3104,Bagnères-de-Luchon,313102,Bagnères-de-Luchon,31
31,3105,Barbazan,313102,Bagnères-de-Luchon,24
31,3106,Boulogne-sur-Gesse,313114,Saint-Gaudens,23
31,3107,Cadours,313108,Léguevin,16
31,3108,Caraman,313113,Revel,19
31,3109,Carbonne,313101,Auterive,11
31,3110,Castanet-Tolosan,313104,Castanet-Tolosan,15
31,3111,Cazères,313106,Cazères,16
31,3112,Cintegabelle,313101,Auterive,6
31,3112,Cintegabelle,313107,Escalquens,1
31,3113,Fousseret,313106,Cazères,14
31,3113,Fousseret,313101,Auterive,1
31,3114,Fronton,313127,Villemur-sur-Tarn,10
31,3114,Fronton,313105,Castelginest,4
31,3114,Fronton,313110,Pechbonnieu,2
31,3115,Grenade,313108,Léguevin,13
31,3115,Grenade,313103,Blagnac,2
31,3116,Isle-en-Dodon,313106,Cazères,24
31,3117,Lanta,313113,Revel,6
31,3117,Lanta,313107,Escalquens,4
31,3118,Léguevin,313108,Léguevin,6
31,3118,Léguevin,313121,Toulouse-7,2
31,3118,Léguevin,313111,Plaisance-du-Touch,1
31,3119,Montastruc-la-Conseillère,313110,Pechbonnieu,11
31,3119,Montastruc-la-Conseillère,313127,Villemur-sur-Tarn,2
31,3120,Montesquieu-Volvestre,313101,Auterive,10
31,3121,Montgiscard,313107,Escalquens,20
31,3122,Montréjeau,313114,Saint-Gaudens,17
31,3123,Muret,313109,Muret,8
31,3123,Muret,313106,Cazères,1
31,3124,Nailloux,313107,Escalquens,10
31,3125,Revel,313113,Revel,13
31,3126,Rieumes,313106,Cazères,15
31,3126,Rieumes,313111,Plaisance-du-Touch,1
31,3127,Rieux-Volvestre,313101,Auterive,10
31,3128,Saint-Béat,313102,Bagnères-de-Luchon,21
31,3129,Saint-Gaudens,313114,Saint-Gaudens,21
31,3130,Saint-Lys,313111,Plaisance-du-Touch,8
31,3130,Saint-Lys,313106,Cazères,2
31,3130,Saint-Lys,313109,Muret,1
31,3131,Saint-Martory,313102,Bagnères-de-Luchon,12
31,3132,Salies-du-Salat,313102,Bagnères-de-Luchon,22
31,3137,Verfeil,313110,Pechbonnieu,7
31,3138,Villefranche-de-Lauragais,313113,Revel,21
31,3139,Villemur-sur-Tarn,313127,Villemur-sur-Tarn,7
31,3143,Toulouse  8e  Canton,313124,Toulouse-10,9
31,3144,Toulouse  9e  Canton,313125,Toulouse-11,1
