Région d'origine;Essence;Lien URL fiche Tropix;Année de publication
Asie et Océanie;TECK;https://tropix.cirad.fr/FichiersComplementaires/FR/Asie/TECK%202023.pdf;2023
Asie et Océanie;YEMANE;https://tropix.cirad.fr/FichiersComplementaires/FR/Asie/YEMANE%202024.pdf;2024
Zones tempérées;CEDRE;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/CEDRE.pdf;N/A
Zones tempérées;CHATAIGNIER;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/CHATAIGNIER.pdf;N/A
Zones tempérées;CHÊNE;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/CH%C3%8ANE%202023.pdf;2023
Zones tempérées;DOUGLAS;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/DOUGLAS%202023.pdf;2023
Zones tempérées;EPICEA;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/EPICEA.pdf;N/A
Zones tempérées;ERABLE SYCOMORE;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/ERABLE%20SYCOMORE.pdf;N/A
Zones tempérées;FRENE;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/FRENE.pdf;N/A
Zones tempérées;HÊTRE;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/H%C3%8ATRE%202023.pdf;2023
Zones tempérées;MELEZE;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/MELEZE.pdf;N/A
Zones tempérées;MERISIER;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/MERISIER.pdf;N/A
Zones tempérées;NOYER;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/NOYER%202024.pdf;2024
Zones tempérées;PEUPLIER;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/PEUPLIER%202023.pdf;2023
Zones tempérées;PIN MARITIME;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/PIN%20MARITIME%202024.pdf;2024
Zones tempérées;PIN RADIATA DE PLANTATION EUROPÉEN;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/PIN%20RADIATA%20DE%20PLANTATION%20EUROP%C3%89EN%202024.pdf;2024
Zones tempérées;PIN SYLVESTRE;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/PIN%20SYLVESTRE%202024.pdf;2024
Zones tempérées;PIN À CROCHETS;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/PIN%20%C3%80%20CROCHETS%202023.pdf;2023
Zones tempérées;ROBINIER;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/ROBINIER%202024.pdf;2024
Zones tempérées;SAPIN;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/SAPIN%202023.pdf;2023
Zones tempérées;WESTERN RED CEDAR;https://tropix.cirad.fr/FichiersComplementaires/FR/Temperees/WESTERN%20RED%20CEDAR.pdf;N/A
